Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,2745,2918,2023,3
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),3894,3894,2023,3
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,990,1336,2023,3
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),351P,351P,2023,3
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,10909,13709,2023,3
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),19574,21486,2023,3
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,1984,2096,2023,3
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),3792,3792,2023,3
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,4278,5365,2023,3
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7963,8654,2023,3
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,2251,2756,2023,3
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),3889,4024,2023,3
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,822,1106,2023,3
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),1532,1532,2023,3
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,1627,2722,2023,3
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),3333,5877,2023,3
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN (PwD),Gender-Neutral,84,107,2023,3
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,320,439,2023,3
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),760,1079,2023,3
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,493,1162,2023,3
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1367,2391,2023,3
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL (PwD),Gender-Neutral,3P,3P,2023,3
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,270,638,2023,3
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),1056,1376,2023,3
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,171,328,2023,3
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),654,654,2023,3
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years,
                        Bachelor of Technology)",AI,OPEN,Gender-Neutral,4228,6695,2023,3
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years,
                        Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11170,12614,2023,3
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years,
                        Bachelor of Technology)",AI,EWS,Gender-Neutral,856,972,2023,3
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years,
                        Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2055,2055,2023,3
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years,
                        Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1996,2589,2023,3
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years,
                        Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4651,5057,2023,3
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years,
                        Bachelor of Technology)",AI,SC,Gender-Neutral,1410,1661,2023,3
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years,
                        Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2085,2085,2023,3
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years,
                        Bachelor of Technology)",AI,ST,Gender-Neutral,680,791,2023,3
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years,
                        Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1171,1171,2023,3
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,OPEN,Gender-Neutral,4176,5509,2023,3
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),10857,11653,2023,3
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,178,178,2023,3
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,EWS,Gender-Neutral,700,784,2023,3
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1728,1728,2023,3
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2021,2241,2023,3
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3561,4380,2023,3
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,SC,Gender-Neutral,1014,1375,2023,3
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2202,2202,2023,3
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,ST,Gender-Neutral,460,531,2023,3
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years,
                        Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),922,922,2023,3
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,9976,11797,2023,3
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),18740,19122,2023,3
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,1928,2061,2023,3
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),3982,3982,2023,3
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,4283,5391,2023,3
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8292,8292,2023,3
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,2568,2976,2023,3
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),4284,4284,2023,3
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,942,1253,2023,3
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),339P,339P,2023,3
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,3536,4612,2023,3
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),6653,9085,2023,3
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,OPEN (PwD),Gender-Neutral,224P,224P,2023,3
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,569,658,2023,3
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),1661,1661,2023,3
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,1629,2125,2023,3
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3381,4077,2023,3
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,988,1329,2023,3
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),1932,1932,2023,3
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,476,631,2023,3
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),1347,1347,2023,3
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,8265,10532,2023,3
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),17860,18726,2023,3
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,1442,1663,2023,3
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),3100,3421,2023,3
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,3000,4154,2023,3
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7207,7880,2023,3
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,1836,2436,2023,3
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),2566,3643,2023,3
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,963,1061,2023,3
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),67P,67P,2023,3
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years,
                        Bachelor of Technology)",AI,OPEN,Gender-Neutral,13257,15066,2023,3
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years,
                        Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),19321,22768,2023,3
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years,
                        Bachelor of Technology)",AI,EWS,Gender-Neutral,2273,2315,2023,3
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years,
                        Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4083,4083,2023,3
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years,
                        Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5168,5647,2023,3
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years,
                        Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8565,8807,2023,3
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years,
                        Bachelor of Technology)",AI,SC,Gender-Neutral,2759,3247,2023,3
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years,
                        Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4401,4401,2023,3
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years,
                        Bachelor of Technology)",AI,ST,Gender-Neutral,1345,1357,2023,3
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years,
                        Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),472P,472P,2023,3
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,9523,17319,2023,3
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Female-only (including Supernumerary),14245,20831,2023,3
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,OPEN (PwD),Gender-Neutral,241P,241P,2023,3
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,2781,2861,2023,3
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Female-only (including Supernumerary),4440,4440,2023,3
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,5573,6560,2023,3
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Female-only (including Supernumerary),7302,8330,2023,3
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,2110,3182,2023,3
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,SC,Female-only (including Supernumerary),3126,3126,2023,3
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,1182,156P,2023,3
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,7037,8012,2023,3
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),12969,13858,2023,3
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,1298,1410,2023,3
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),2800,2800,2023,3
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,3334,3870,2023,3
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6781,7030,2023,3
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,1694,2225,2023,3
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),3767,3767,2023,3
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,1130,1265,2023,3
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),50P,50P,2023,3
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,4076,4901,2023,3
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),6866,9914,2023,3
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,762,888,2023,3
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),2186,2223,2023,3
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,2018,2402,2023,3
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3729,4966,2023,3
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,1154,1400,2023,3
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),2056,2408,2023,3
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,596,758,2023,3
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),949,1340,2023,3
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and
                        Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,8854,12043,2023,3
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and
                        Master of Science (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),16852,17885,2023,3
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and
                        Master of Science (Dual Degree))",AI,EWS,Gender-Neutral,1850,1937,2023,3
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and
                        Master of Science (Dual Degree))",AI,EWS,Female-only (including Supernumerary),3379,3379,2023,3
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and
                        Master of Science (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3763,5279,2023,3
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and
                        Master of Science (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),8298,8298,2023,3
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and
                        Master of Science (Dual Degree))",AI,SC,Gender-Neutral,2430,2720,2023,3
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and
                        Master of Science (Dual Degree))",AI,SC,Female-only (including Supernumerary),4025,4025,2023,3
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and
                        Master of Science (Dual Degree))",AI,ST,Gender-Neutral,843,1110,2023,3
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,4590,6895,2023,3
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),9954,12810,2023,3
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,959,1210,2023,3
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),2400,2496,2023,3
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,1506,2961,2023,3
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4885,5793,2023,3
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,854,1604,2023,3
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),1912,2919,2023,3
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,237,422,2023,3
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),1043,1136,2023,3
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,284,405,2023,3
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),774,1165,2023,3
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN (PwD),Gender-Neutral,19,28,2023,3
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),155,155,2023,3
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,55,70,2023,3
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),152,164,2023,3
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,97,196,2023,3
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),502,643,2023,3
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL (PwD),Gender-Neutral,16,16,2023,3
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,52,109,2023,3
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),237,357,2023,3
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,SC (PwD),Gender-Neutral,4,4,2023,3
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,42,61,2023,3
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),174,204,2023,3
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years,
                        Bachelor of Technology)",AI,OPEN,Gender-Neutral,542,691,2023,3
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years,
                        Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),1324,1866,2023,3
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years,
                        Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,48,48,2023,3
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years,
                        Bachelor of Technology)",AI,EWS,Gender-Neutral,118,140,2023,3
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years,
                        Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),277,277,2023,3
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years,
                        Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,199,372,2023,3
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years,
                        Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),996,1017,2023,3
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years,
                        Bachelor of Technology)",AI,SC,Gender-Neutral,178,240,2023,3
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years,
                        Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),398,398,2023,3
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years,
                        Bachelor of Technology)",AI,ST,Gender-Neutral,97,97,2023,3
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years,
                        Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),254,254,2023,3
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years,
                        Bachelor of Technology)",AI,ST (PwD),Gender-Neutral,5,5,2023,3
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of
                        Science (Dual Degree))",AI,OPEN,Gender-Neutral,4275,5434,2023,3
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of
                        Science (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),8118,12832,2023,3
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of
                        Science (Dual Degree))",AI,EWS,Gender-Neutral,865,1002,2023,3
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of
                        Science (Dual Degree))",AI,EWS,Female-only (including Supernumerary),1938,1938,2023,3
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of
                        Science (Dual Degree))",AI,OBC-NCL,Gender-Neutral,1680,3326,2023,3
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of
                        Science (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),6252,6733,2023,3
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of
                        Science (Dual Degree))",AI,SC,Gender-Neutral,1633,2076,2023,3
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of
                        Science (Dual Degree))",AI,SC,Female-only (including Supernumerary),3756,3756,2023,3
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of
                        Science (Dual Degree))",AI,ST,Gender-Neutral,913,954,2023,3
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,1047,1996,2023,3
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),3928,4958,2023,3
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN (PwD),Gender-Neutral,140,165,2023,3
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,280,350,2023,3
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),790,867,2023,3
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS (PwD),Gender-Neutral,19P,19P,2023,3
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,552,1029,2023,3
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1792,2091,2023,3
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL (PwD),Gender-Neutral,61,61,2023,3
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,467,667,2023,3
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),1049,1670,2023,3
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,186,289,2023,3
