Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1353,1486,2023,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2500,2500,2023,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2642,3657,2023,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5114,5632,2023,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1367,2102,2023,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2761,2828,2023,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,756,856,2023,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1321,1321,2023,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9484,11408,2023,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),19088,19088,2023,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,181P,181P,2023,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2006,2006,2023,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4546,4727,2023,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8726,8726,2023,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1725,2536,2023,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3758,3758,2023,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1344,1344,2023,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,11702,15819,2023,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),19685,24180,2023,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Gender-Neutral,2341,2435,2023,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Female-only (including Supernumerary),4301,4301,2023,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Gender-Neutral,5492,5691,2023,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Gender-Neutral,2862,3072,2023,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Female-only (including Supernumerary),3585,4230,2023,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,ST,Gender-Neutral,1421,1470,2023,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,ST,Female-only (including Supernumerary),397P,397P,2023,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5297,6469,2023,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11118,11274,2023,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,155P,155P,2023,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,820,910,2023,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1927,1927,2023,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2525,2765,2023,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5126,5177,2023,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1098,1497,2023,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1966,1966,2023,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,602,768,2023,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9320,11980,2023,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),17907,20569,2023,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1770,1877,2023,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3644,3644,2023,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4135,4580,2023,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6912,7259,2023,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2166,2449,2023,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3058,3058,2023,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,865,1033,2023,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1318,1318,2023,1
Indian Institute of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,10171,13754,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),16218,19479,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,1852,2049,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),3056,3056,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,4326,5208,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5905,7192,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,1941,2677,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),3253,3253,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,798,858,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),1349,1349,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,OPEN,Gender-Neutral,9726,14307,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),20988,20988,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,EWS,Gender-Neutral,2264,2264,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,EWS,Female-only (including Supernumerary),4094,4094,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,OBC-NCL,Gender-Neutral,4793,5504,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,SC,Gender-Neutral,2142,2142,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,SC,Female-only (including Supernumerary),4469,4469,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,ST,Gender-Neutral,1025,1025,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,OPEN,Gender-Neutral,13933,14479,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),21572,21572,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,EWS,Gender-Neutral,2240,2240,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,EWS,Female-only (including Supernumerary),4062,4062,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,OBC-NCL,Gender-Neutral,5351,5552,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),8395,8395,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,SC,Gender-Neutral,2744,2746,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,ST,Gender-Neutral,1233,1233,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,ST,Female-only (including Supernumerary),1514,1514,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,OPEN,Gender-Neutral,14621,14924,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),22009,22009,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,EWS,Gender-Neutral,2265,2360,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,EWS,Female-only (including Supernumerary),4301,4301,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,OBC-NCL,Gender-Neutral,5601,5638,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,SC,Gender-Neutral,2749,2749,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,SC,Female-only (including Supernumerary),3584,3584,2023,2
Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental
                        Engineering (5 Years, Bachelor and Master of Technology
                        (Dual Degree))",AI,ST,Gender-Neutral,1154,1154,2023,2
Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,1529,2823,2023,2
Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),3423,5206,2023,2
Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN (PwD),Gender-Neutral,102,102,2023,2
Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),198,198,2023,2
